TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,,
80,,
84,,
88,,
92,,
96,,
100,,
104,,
108,,
112,,
116,,
120,,
124,,
128,,
132,,
136,,
140,,
144,,
148,,
152,,
156,,
160,,
164,,
168,,
172,,
176,,
180,,
184,,
188,,
192,,
196,,
200,,
204,,
208,,
212,,
216,,
220,,
224,,
228,,
232,,
236,,
240,,
244,,
248,,
252,,
256,,
260,,
264,,
268,,
272,,
276,,
280,,
284,,
288,,
292,,
296,,
300,,
304,,
308,,
312,,
316,,
320,,
324,,
328,,
332,,
336,,
340,,
344,,
348,,
352,,
356,,
360,,
364,,
368,,
372,,
376,,
380,,
384,,
388,,
392,,
396,,
400,,
404,,
408,,
412,,
416,,
420,,
424,,
428,,
432,,
436,,
440,,
444,,
448,,
452,,
456,,
460,,
464,,
468,,
472,,
476,,
480,,
484,,
488,,
492,,
496,,
500,,
504,,
508,,
512,,
516,,
520,,
524,,
528,,
532,,
536,,
540,,
544,,
548,,
552,,
556,,
560,,
564,,
568,,
572,,
576,,
580,,
584,,
588,876.9823,825.5333
592,884.0697,898.0368000000001
596,,
600,977.9363,1032.5871
604,,
608,,
612,987.4083,828.7228
616,,
620,,
624,836.0324,826.5271
628,,
632,,
636,,
640,,
644,,
648,,
652,816.8757,795.152
656,,
660,,
664,880.7722,968.1736
668,,
672,996.5464,1064.6661
676,,
680,,
684,1313.368,1532.2982
688,871.3617,795.9114
692,915.9968,802.3836
696,1046.4819,1234.0478
700,,
704,1184.2114,964.1704
708,801.9506,1072.3743
712,890.1465000000001,781.7746999999999
716,,
720,1042.4968,864.7644
724,1195.1702,830.4247
728,930.4402,1026.1599
732,1202.0685,1005.1576
736,892.8243,1066.0225
740,962.4089,814.2882999999999
744,,
748,1073.5339,1157.8022
752,1024.602,881.2644
756,837.4012,822.9818
760,,
764,896.3413,1236.1008000000002
