TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,950.9614,508.7127
80,,
84,,
88,,
92,,
96,,
100,,
104,,
108,,
112,,
116,,
120,,
124,,
128,,
132,,
136,,
140,,
144,,
148,,
152,,
156,,
160,,
164,,
168,,
172,,
176,992.3341,476.5633
180,935.265,538.4242
184,,
188,934.2492,512.566
192,,
196,927.3748,623.3033
200,955.9506,548.1693
204,,
208,951.7519,507.1998
212,956.6022,568.2301
216,949.2586,525.2678
220,944.3794,548.7652
224,934.4127,534.4003
228,930.032,534.3581
232,936.373,591.4331
236,943.9116,555.4643
240,927.8756,546.1969
244,928.8834,500.8171
248,937.3735,535.0174
252,941.2045,507.6884
256,940.692,561.4246
260,937.159,528.7182
264,940.9227,531.6259
268,932.0397,538.9558
272,931.3859,536.284
276,945.7202,543.7821
280,933.5314,554.7103
284,952.6436,529.0219
288,958.0005,534.6367
292,943.0665,537.9972
296,938.177,540.4514
300,942.5948,537.9952
304,937.6774,542.3032
308,954.3325,541.6769
312,995.8229,497.7377
316,935.5495,550.0093
320,961.0754,507.5747
324,950.442,526.5942
328,935.2824,549.544
332,950.6374,513.0384
336,,
340,,
344,,
348,,
352,,
356,,
360,,
364,,
368,,
372,,
376,,
380,,
384,,
388,,
392,,
396,,
400,,
404,,
408,,
412,,
416,,
420,,
424,,
428,,
432,,
436,,
440,,
444,,
448,,
452,,
456,,
460,,
464,,
468,,
472,,
476,,
480,,
484,,
488,,
492,,
496,,
500,,
504,,
508,,
512,,
516,,
520,,
524,,
528,,
532,,
536,,
540,,
544,,
548,,
552,,
556,,
560,,
564,,
568,,
572,,
576,,
580,,
584,,
588,,
592,,
596,,
600,,
604,,
608,,
612,,
616,,
620,,
624,,
628,,
632,,
636,,
640,,
644,,
648,,
652,,
656,,
660,,
664,,
668,,
672,,
676,,
680,,
684,,
688,,
692,,
696,,
700,,
704,,
