TimeStamp,GazePointX,GazePointY
0,,
4,,
8,,
12,,
16,,
20,,
24,,
28,,
32,,
36,,
40,,
44,,
48,,
52,,
56,,
60,,
64,,
68,,
72,,
76,,
80,,
84,,
88,,
92,,
96,,
100,,
104,,
108,,
112,,
116,,
120,,
124,,
128,,
132,,
136,,
140,,
144,,
148,,
152,,
156,,
160,,
164,,
168,,
172,,
176,,
180,,
184,,
188,,
192,,
196,,
200,,
204,,
208,,
212,,
216,,
220,,
224,,
228,,
232,,
236,,
240,,
244,,
248,,
252,,
256,,
260,,
264,,
268,,
272,,
276,,
280,,
284,,
288,,
292,,
296,,
300,,
304,,
308,,
312,,
316,,
320,,
324,,
328,,
332,,
336,,
340,,
344,,
348,,
352,,
356,,
360,,
364,,
368,,
372,,
376,,
380,,
384,,
388,,
392,,
396,,
400,,
404,,
408,,
412,,
416,,
420,,
424,,
428,,
432,,
436,,
440,,
444,,
448,,
452,,
456,,
460,,
464,,
468,,
472,,
476,,
480,,
484,,
488,,
492,,
496,,
500,,
504,,
508,,
512,,
516,,
520,,
524,,
528,,
532,,
536,,
540,,
544,,
548,,
552,,
556,,
560,,
564,,
568,,
572,,
576,,
580,,
584,,
588,,
592,,
596,,
600,,
604,,
608,,
612,,
616,,
620,,
624,,
628,997.9673,514.5366
632,995.4976,520.9655
636,999.2761,510.4681
640,986.8214,517.4034
644,986.1942,509.8893
648,988.9984,509.1121
652,997.0267,517.8641
656,990.0308,506.3106
660,1002.6422,522.2673
664,999.2329,508.8224
668,994.3633,513.9297
672,989.058,511.8534
676,989.912,511.7326
680,980.6421,506.0288
684,986.0289,504.4915
688,990.5877,519.9677
692,986.4693,502.622
696,989.6835,505.7724
700,990.9028,509.2291
704,991.4066,507.3202
708,992.0647,510.515
712,992.158,509.7887
716,989.9292,505.4816
720,994.7241,500.5171
724,995.6366,501.6053
728,991.4176,508.5994
732,992.4654,508.3203
736,987.5972,513.8522
740,996.3469,509.2689
744,985.008,507.8184
748,997.3936,508.9702
